Fecha,Noticia,Sentiment_Polarity,Sentiment_Subjectivity
,"Vienna Asset Management LLC Sells 7,171 Shares of Tesla, Inc. (NASDAQ:TSLA). Vienna Asset Management LLC cut its holdings in Tesla, Inc. (NASDAQ:TSLA - Free Report) by 9.0% in the 3rd quarter, according to its most recent 13F filing...",0.225,0.3875
2024-12-06 09:11:44.711467,"Kovitz Investment Group Partners LLC Increases Stock Holdings in Tesla, Inc. (NASDAQ:TSLA). Kovitz Investment Group Partners LLC increased its stake in Tesla, Inc. (NASDAQ:TSLA - Free Report) by 72.4% during the 3rd quarter, according to the...",0.2,0.4
2024-12-06 09:13:44.721484,"Wellington Management Group LLP Boosts Stock Position in Tesla, Inc. (NASDAQ:TSLA). Wellington Management Group LLP raised its stake in Tesla, Inc. (NASDAQ:TSLA - Free Report) by 52.0% during the 3rd quarter, according to its most recent...",0.225,0.3875
2024-12-06 09:11:44.727895,"Tesla, Inc. (NASDAQ:TSLA) Shares Acquired by Wahed Invest LLC. Wahed Invest LLC increased its holdings in shares of Tesla, Inc. (NASDAQ:TSLA - Free Report) by 11.1% during the third quarter, according to its most recent...",0.225,0.3875
2024-12-06 09:11:44.734838,"Tesla, Inc. (NASDAQ:TSLA) Shares Bought by Worldquant Millennium Advisors LLC. Worldquant Millennium Advisors LLC boosted its stake in shares of Tesla, Inc. (NASDAQ:TSLA - Free Report) by 22.9% during the 3rd quarter, according to its...",0.2,0.4
2024-12-06 08:15:44.770145,"Gary Black Says Tesla's Bitcoin Holdings Not 'Relevant' To TSLA's Stock Price, Urges Focus On EV Expansion And Share Buybacks. Future Fund LLC Managing Partner Gary Black criticized Tesla Inc.'s (NASDAQ:TSLA) Bitcoin (CRYPTO: BTC) holdings Wednesday, arguing they have minimal impact...",-0.12666666666666665,0.49833333333333335
2024-12-06 08:15:44.803565,"Texas Capital Bank Wealth Management Services Inc Invests $690,000 in Tesla, Inc. (NASDAQ:TSLA). Texas Capital Bank Wealth Management Services Inc purchased a new stake in shares of Tesla, Inc. (NASDAQ:TSLA - Free Report) in the 3rd quarter,...",0.1787878787878788,0.4181818181818182
2024-12-06 04:15:44.831684,"TSLA Stock Sees Multiple Price Target Hikes Days After Long-Time Bear Turned Bullish. Days after investment bank Roth MKM upgraded its rating on the Tesla Inc. TSLA-1.85%. Get Free Report. stock from “neutral” to “buy,” other analysts have...",0.09166666666666667,0.39166666666666666
2024-12-06 03:15:44.857071,"Tesla (NASDAQ:TSLA) Stock Price Up 3.7% on Analyst Upgrade. Tesla, Inc. (NASDAQ:TSLA – Get Free Report) was up 3.7% during trading on Thursday after Guggenheim raised their price target on the stock from $156.00 to...",0.4,0.8
2024-12-06 01:15:44.882105,"Is There More Upside in Tesla Stock after the Recent Rally. Tesla ($TSLA) stock has rallied 47% over the past month, reflecting investor optimism following Donald Trump's presidential election win.",0.21000000000000002,0.3
