Fecha,Noticia,Sentiment_Polarity,Sentiment_Subjectivity
,. ,0.0,0.0
2024-12-11 09:58:25.756049,"Google stock hits 52-week high at $191.76 amid robust growth. In a remarkable display of resilience and growth, Google Inc . (NASDAQ:GOOGL) stock has soared to a 52-week high, reaching a price level of $191.76,...",0.3566666666666667,0.61
2024-12-11 09:05:25.766670,"Alphabet Inc. (GOOGL) Shares Climb Over 5% In A Single Day. As shown on the chart, shares of Alphabet Inc. (GOOGL), Google's parent company, reached their highest level since July during yesterday's trading session.",-0.07142857142857142,0.21428571428571427
2024-12-11 06:05:25.790984,Google requests FTC to break up Microsoft-OpenAI's cloud deal - report. Alphabet's (GOOG) (GOOGL) unit Google has requested the U.S. Federal Trade Commission to break up Microsoft's (NASDAQ:MSFT) exclusive deal to host OpenAI's...,0.0,0.0
2024-12-11 06:05:25.803237,"Final Trade: LMAT, GOOGL, IBM, GILD. The final trades of the day with CNBC's Melissa Lee and the Fast Money traders.",0.06666666666666667,0.8666666666666667
2024-12-11 06:05:25.816514,GOOGL’s “Breakthrough” Willow Chip Ignites a Revolution amid Surging Quantum Stocks. The introduction of Google's ($GOOGL) quantum computing chip Willow has created a stir in the quantum computing industry. The tech giant has hailed the chip...,0.0,1.0
2024-12-11 04:05:25.838385,"Andhra CM discusses potential collaboration with Google team By IANS. Amaravati, Dec 11 (IANS) Andhra Pradesh Chief Minister, N. Chandrababu Naidu, on Wednesday met a delegation from Google (NASDAQ:GOOGL) and discussed...",0.0,1.0
2024-12-11 04:05:25.854213,Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by UBS AM a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC. UBS AM a distinct business unit of UBS ASSET MANAGEMENT AMERICAS LLC lowered its holdings in Alphabet Inc. (NASDAQ:GOOGL - Free Report) by 10.8% in the...,0.3333333333333333,0.4666666666666666
2024-12-11 04:05:25.867328,"Alphabet Inc. (NASDAQ:GOOGL) is Vinva Investment Management Ltd's 5th Largest Position. Vinva Investment Management Ltd grew its position in shares of Alphabet Inc. (NASDAQ:GOOGL - Free Report) by 12.8% in the third quarter, according to the...",0.2,0.4
2024-12-11 04:05:25.867328,"Alphabet Inc. (NASDAQ:GOOGL) Shares Sold by Public Sector Pension Investment Board. Public Sector Pension Investment Board decreased its position in shares of Alphabet Inc. (NASDAQ:GOOGL - Free Report) by 11.4% in the third quarter,...",0.0,0.32666666666666666
2024-12-11 04:05:25.884833,"Alphabet Inc. (NASDAQ:GOOGL) is Zurcher Kantonalbank Zurich Cantonalbank's 7th Largest Position. Zurcher Kantonalbank Zurich Cantonalbank boosted its holdings in Alphabet Inc. (NASDAQ:GOOGL - Free Report) by 9.1% in the third quarter, according to its...",0.2,0.4
