date,open,high,low,close,volume,Date_mesure,sentiment_score_avg,sentiment_score_maj
2022-10-01,19431.10546875,19471.154296875,19231.08203125,19312.095703125,18719537670,10/01/2022,-0.0038636363636363634,1
2022-10-02,19311.849609375,19370.30859375,18970.62109375,19044.107421875,20765955327,10/02/2022,-0.0038636363636363634,1
2022-10-03,19044.068359375,19653.54296875,19025.2265625,19623.580078125,30484729489,10/03/2022,-0.0038636363636363634,1
2022-10-04,19623.583984375,20380.34375,19523.83984375,20336.84375,35887278685,10/04/2022,-0.0038636363636363634,1
